BehaviorSpace results (NetLogo 6.1.1),,,,,,,,,,,,,
Simulation.nlogo,,,,,,,,,,,,,
Basic_100_people_End,,,,,,,,,,,,,
04/29/2020 12:18:45:896 -0300,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-16,16,-16,16,,,,,,,,,,
[run number],beta-gov,sigma,pop-size,layout-type,graphics?,test?,debug?,nw-type,[step],count people with [social-distancing?],count people with [not social-distancing?],mean [opinion] of people,standard-deviation [opinion] of people
5044,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,512,76,24,0.7844211,0.136055599
5047,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,371,83,17,0.817004737,0.094686467
5051,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,252,82,18,0.800953549,0.119581854
5049,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,388,79,21,0.803862574,0.119809385
5046,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,508,87,13,0.819707586,0.050116999
5048,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,537,64,36,0.721994657,0.208962049
5052,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,282,78,22,0.786134014,0.148041492
5053,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,287,77,23,0.756653164,0.188180741
5050,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,589,80,20,0.795503792,0.121008957
5058,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,230,74,26,0.763647851,0.178233005
5057,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,297,71,29,0.741992605,0.209321521
5055,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,410,84,16,0.802348264,0.124386017
5056,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,428,84,16,0.802288889,0.090035414
5054,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,531,73,27,0.800670423,0.126684318
5063,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,335,80,20,0.795947046,0.125269774
5061,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,396,83,17,0.777530384,0.140631974
5060,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,504,74,26,0.791889561,0.139695446
5062,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,439,85,15,0.805069534,0.093177725
5059,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,690,82,18,0.79222311,0.142503439
5064,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,420,77,23,0.789483277,0.122651594
5066,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,425,81,19,0.791025722,0.117649026
5069,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,233,76,24,0.806311603,0.093654908
5067,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,339,79,21,0.806692304,0.089541696
5065,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,640,80,20,0.734575098,0.208834784
5068,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,377,71,29,0.774499113,0.138016918
5070,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,323,76,24,0.78901962,0.141235431
5071,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,280,85,15,0.799538797,0.120802073
5074,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,352,74,26,0.779568096,0.144007171
5072,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,577,72,28,0.756046777,0.183444996
5073,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,463,76,24,0.793225283,0.121484409
5075,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,431,78,22,0.746957204,0.21657775
5078,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,359,89,11,0.83019713,0.055251017
5077,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,470,81,19,0.768968085,0.191169455
5079,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,524,73,27,0.799752632,0.091740254
5081,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,268,75,25,0.786084814,0.140343046
5080,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,367,80,20,0.796912575,0.12605806
5082,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,373,76,24,0.780158198,0.140369737
5083,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,360,78,22,0.76314736,0.17449735
5076,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,864,78,22,0.80045174,0.088163973
5085,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,363,80,20,0.785456343,0.116424553
5087,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,270,74,26,0.793613296,0.143745307
5084,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,462,73,27,0.781261119,0.140090566
5089,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,226,79,21,0.787328336,0.140808725
5088,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,309,78,22,0.786010131,0.176084408
5090,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,308,71,29,0.723291328,0.240768996
5092,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,222,78,22,0.779702775,0.133122694
5086,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,560,69,31,0.78224714,0.143340814
5093,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,276,74,26,0.770568881,0.164906405
5095,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,259,77,23,0.752928949,0.203917392
5096,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,328,78,22,0.758518975,0.196626529
5098,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,238,77,23,0.757973292,0.20670104
5091,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,483,87,13,0.815145064,0.040141096
5094,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,467,74,26,0.797752484,0.111648058
5100,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,258,72,28,0.77811459,0.177719204
5097,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,352,79,21,0.758051088,0.180353893
5099,0.9,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,447,79,21,0.809658688,0.094317095
5101,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,374,80,20,0.820422613,0.043163033
5102,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,326,75,25,0.783175052,0.145210936
5105,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,396,85,15,0.801987739,0.092012862
5103,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,460,74,26,0.744735618,0.200973187
5109,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,246,79,21,0.802199048,0.09837921
5110,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,224,80,20,0.793890647,0.123738395
5107,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,486,79,21,0.81016726,0.041871295
5108,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,393,72,28,0.77687729,0.166416945
5104,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,640,80,20,0.801582453,0.126847507
5106,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,581,78,22,0.769861225,0.166634607
5111,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,310,79,21,0.805554235,0.093055318
5114,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,268,74,26,0.71376705,0.21843073
5113,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,375,83,17,0.785280403,0.149657104
5117,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,301,84,16,0.774843069,0.145206584
5116,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,335,69,31,0.715408644,0.218294605
5118,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,339,78,22,0.802215536,0.097474848
5112,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,616,80,20,0.78466256,0.118757149
5115,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,613,85,15,0.811622085,0.043758047
5124,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,178,79,21,0.790782209,0.118783639
5120,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,473,73,27,0.793489166,0.08568052
5125,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,222,81,19,0.795124689,0.150788097
5119,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,610,80,20,0.785424981,0.117436066
5122,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,485,76,24,0.782539694,0.120574174
5121,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,494,76,24,0.78491273,0.120635687
5126,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,329,78,22,0.787508055,0.15125102
5127,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,370,81,19,0.758261135,0.160301853
5129,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,289,74,26,0.761524278,0.180012925
5123,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,645,82,18,0.808636237,0.044877272
5128,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,370,77,23,0.780815831,0.117862052
5131,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,264,75,25,0.799341047,0.091988018
5132,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,266,81,19,0.792991521,0.11992593
5133,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,233,80,20,0.815979339,0.10195666
5130,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,458,76,24,0.773955285,0.163881799
5138,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,226,74,26,0.78494028,0.14750372
5134,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,390,73,27,0.743573607,0.181941986
5135,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,452,86,14,0.820255706,0.042448717
5136,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,484,86,14,0.788284351,0.125131643
5137,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,400,81,19,0.788935583,0.119272984
5139,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,458,77,23,0.776625369,0.167242456
5140,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,511,78,22,0.790126121,0.120925495
5141,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,436,79,21,0.806722768,0.090363461
5145,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,194,73,27,0.793385729,0.121227234
5142,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,357,86,14,0.787379853,0.151462701
5144,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,277,77,23,0.795141117,0.089103881
5143,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,424,83,17,0.795981729,0.09011126
5147,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,261,84,16,0.793710138,0.126429978
5151,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,210,70,30,0.782376083,0.143676117
5150,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,263,80,20,0.791782448,0.12208538
5148,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,301,81,19,0.79758761,0.123568596
5153,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,237,76,24,0.761241704,0.164284184
5149,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,381,84,16,0.80586726,0.086815812
5152,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,500,79,21,0.796746339,0.086678021
5146,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,752,78,22,0.772964938,0.143708633
5157,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,313,76,24,0.78605594,0.14735623
5159,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,209,81,19,0.796406283,0.12716851
5155,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,418,81,19,0.801910359,0.12765328
5154,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,479,75,25,0.773963212,0.141935425
5158,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,393,83,17,0.811694455,0.096165224
5161,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,185,77,23,0.753923866,0.183066562
5156,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,501,72,28,0.794739229,0.123003828
5168,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,163,74,26,0.769681923,0.165490938
5163,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,357,70,30,0.737912065,0.19195806
5164,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,363,81,19,0.780867754,0.147768099
5165,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,385,75,25,0.786641448,0.119894509
5162,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,487,80,20,0.799844054,0.091633933
5166,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,361,86,14,0.797201547,0.123758983
5160,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,595,74,26,0.771622481,0.163903908
5167,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,374,80,20,0.785705555,0.120778846
5169,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,264,77,23,0.791100417,0.124972998
5171,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,254,75,25,0.784721389,0.121371445
5170,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,334,79,21,0.798642205,0.091906402
5172,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,274,77,23,0.784640913,0.122376903
5175,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,281,83,17,0.806422137,0.12837227
5176,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,301,81,19,0.8010229,0.130178554
5178,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,225,72,28,0.736538988,0.214166028
5179,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,242,84,16,0.794336908,0.125211024
5177,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,335,80,20,0.789350058,0.119889833
5173,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,487,78,22,0.756827579,0.178703587
5180,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,287,84,16,0.781871322,0.146008153
5182,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,211,83,17,0.781598046,0.119922139
5184,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,221,73,27,0.765075317,0.183192204
5183,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,301,76,24,0.763649885,0.163033718
5181,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,395,80,20,0.776092817,0.170563774
5186,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,288,87,13,0.777606955,0.144827876
5185,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,322,77,23,0.814464386,0.042753421
5174,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,787,88,12,0.825742675,0.049982255
5187,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,305,79,21,0.773507303,0.145394134
5188,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,296,70,30,0.797248686,0.092228611
5189,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,235,82,18,0.80067715,0.089965559
5192,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,187,83,17,0.795361444,0.122366452
5191,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,264,66,34,0.721473461,0.213830649
5190,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,318,78,22,0.772373185,0.166569354
5197,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,199,80,20,0.793900058,0.149412128
5198,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,295,81,19,0.787688418,0.147378111
5199,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,285,77,23,0.746332255,0.216620437
5194,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,466,84,16,0.798320426,0.12782656
5193,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,498,74,26,0.757855449,0.179687904
5195,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,470,76,24,0.758653904,0.197800656
5196,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,475,86,14,0.799476129,0.129348968
5200,0.9,1,100,random,FALSE,FALSE,FALSE,uniform,343,86,14,0.819576742,0.044135979
5201,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,864,94,6,0.940037622,0.097142462
5208,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,856,89,11,0.919260735,0.163006017
5204,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,872,90,10,0.929585383,0.134682861
5202,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,880,92,8,0.932208729,0.134324742
5205,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,877,91,9,0.940732151,0.095751783
5207,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,909,96,4,0.93947857,0.097140617
5206,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1055,92,8,0.951549543,0.022091056
5203,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1094,92,8,0.951987524,0.022414141
5209,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,826,92,8,0.906474602,0.187144152
5210,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,844,98,2,0.951881568,0.021921125
5211,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,864,95,5,0.941576905,0.097022879
5213,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,881,98,2,0.948714494,0.024153626
5214,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,847,98,2,0.954624017,0.019410615
5216,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,808,92,8,0.908650692,0.187117433
5215,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,878,93,7,0.955225393,0.018901464
5212,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1097,94,6,0.943557741,0.09748102
5218,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,847,98,2,0.947045791,0.09687646
5219,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,823,94,6,0.917320478,0.163427911
5217,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,920,95,5,0.94113007,0.097798954
5220,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,866,95,5,0.939643656,0.09639345
5222,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,834,96,4,0.943410157,0.096805365
5221,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,935,93,7,0.94459419,0.095858409
5223,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,887,93,7,0.929126049,0.133812859
5224,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,944,97,3,0.941221395,0.095826823
5225,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,812,97,3,0.950145689,0.025039923
5226,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,805,87,13,0.916464649,0.163039764
5227,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,851,95,5,0.954254105,0.020305922
5228,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,835,94,6,0.917338264,0.163330923
5230,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,850,95,5,0.951661808,0.023899079
5229,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,883,95,5,0.942229819,0.09746044
5232,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,809,93,7,0.925440612,0.135459104
5231,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,934,91,9,0.928877543,0.133933322
5233,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,897,96,4,0.939476859,0.096968578
5234,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,904,96,4,0.934918188,0.134821615
5235,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,868,91,9,0.934306258,0.135282937
5236,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,860,93,7,0.946330512,0.096557766
5237,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,844,93,7,0.930952873,0.134145509
5238,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,884,96,4,0.948460327,0.021295371
5240,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,819,93,7,0.942359784,0.097421112
5239,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,876,96,4,0.939730091,0.098091022
5241,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,859,87,13,0.90835329,0.186243153
5242,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,863,90,10,0.942588454,0.096529956
5244,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,878,93,7,0.907997092,0.186963668
5246,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,856,93,7,0.950582609,0.024006108
5245,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,900,95,5,0.950497793,0.022435179
5243,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1085,95,5,0.950731554,0.021729478
5248,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,840,95,5,0.931933885,0.134470009
5247,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,881,91,9,0.90996593,0.187357253
5249,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,903,95,5,0.947962292,0.095568558
5250,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,884,95,5,0.951376796,0.022669025
5251,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,918,95,5,0.95184185,0.020425402
5252,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,855,97,3,0.953048575,0.021383606
5253,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,860,96,4,0.932251744,0.135011832
5254,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,887,93,7,0.924432218,0.163428142
5255,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,840,92,8,0.951188282,0.025448915
5256,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1012,90,10,0.920008313,0.163709274
5257,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,946,95,5,0.951292392,0.020230878
5259,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,891,96,4,0.91920442,0.163558884
5258,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1040,95,5,0.951840424,0.023947906
5261,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,854,94,6,0.929904243,0.135859885
5263,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,821,91,9,0.945580345,0.096883623
5262,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,913,97,3,0.955847401,0.016764441
5260,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1018,97,3,0.944607443,0.095938418
5264,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1092,98,2,0.952888642,0.019400353
5265,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,897,95,5,0.942033297,0.096880238
5267,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,884,95,5,0.946251724,0.096371723
5270,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,869,94,6,0.943608289,0.097178333
5271,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,886,92,8,0.929681613,0.135363632
5269,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,907,94,6,0.952378246,0.019920646
5266,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1170,97,3,0.945723558,0.096515478
5268,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1148,96,4,0.958214731,0.018019601
5272,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,919,96,4,0.953595173,0.018897831
5273,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,866,91,9,0.945717624,0.025830205
5275,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,862,95,5,0.938423895,0.096021397
5277,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,898,91,9,0.943274803,0.096696916
5276,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,929,94,6,0.939653272,0.097407561
5278,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,912,96,4,0.951915023,0.022386554
5274,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1219,90,10,0.921723654,0.163429094
5279,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,902,96,4,0.952164959,0.022753059
5281,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,844,93,7,0.92392598,0.163931448
5280,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1072,97,3,0.944553538,0.097171086
5282,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,831,94,6,0.934289944,0.133586613
5283,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,824,94,6,0.91753933,0.163758386
5285,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,864,93,7,0.943613753,0.096915276
5286,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,906,96,4,0.95410683,0.017181824
5287,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,872,93,7,0.930376392,0.134527687
5284,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1038,95,5,0.939922515,0.133918377
5288,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,914,94,6,0.956615229,0.017036698
5289,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,956,95,5,0.940030337,0.097154553
5291,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,894,97,3,0.943793796,0.096348577
5292,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,960,91,9,0.941430721,0.096672341
5290,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1055,91,9,0.934504751,0.134764254
5295,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,811,96,4,0.932358425,0.135118977
5301,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,995,95,5,0.91897421,0.1637078
5294,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1021,93,7,0.943552116,0.097523512
5293,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1113,96,4,0.946820823,0.09712215
5302,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,911,95,5,0.928064203,0.134807237
5303,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,862,93,7,0.938863982,0.097916344
5296,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,866,93,7,0.952946739,0.020235473
5305,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,882,97,3,0.950900887,0.024213725
5304,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,939,93,7,0.952652698,0.020213794
5306,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,853,90,10,0.936712334,0.100768135
5297,0.9,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,875,93,7,0.940813032,0.097163361
5308,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,869,94,6,0.934393434,0.134766304
5309,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,989,91,9,0.916383734,0.165302707
5307,0.9,5,100,random,FALSE,FALSE,FALSE,small-world,1148,94,6,0.932620791,0.136848386
